项目ID,项目名称,项目网址,审核状态,是否公开
6146190,DeepSeek-R1-Distill-Llama-8B,https://gitcode.com/openharmony-models/DeepSeek-R1-Distill-Llama-8B,2,1
4071080,glm-4v-9b,https://gitcode.com/openMind/glm-4v-9b,2,1
4074315,LongWriter-glm4-9b,https://gitcode.com/openMind/LongWriter-glm4-9b,2,1
5381588,Qwen2.5_7B_Instruct,https://gitcode.com/openMind/Qwen2.5_7B_Instruct,2,1
5377526,Llama2-Chinese-7b-Chat,https://gitcode.com/openMind/Llama2-Chinese-7b-Chat,2,1
5381836,blip_vqa_base,https://gitcode.com/openMind/blip_vqa_base,2,1
4513070,instruct-pix2pix,https://gitcode.com/MooYeh/instruct-pix2pix,2,1
4036819,albert_base_v2,https://gitcode.com/MooYeh/albert_base_v2,2,1
4036883,bloom_7b1,https://gitcode.com/MooYeh/bloom_7b1,2,1
4040039,chatglm3_6b,https://gitcode.com/MooYeh/chatglm3_6b,2,1
4069320,albert_large_v2,https://gitcode.com/openMind/albert_large_v2,2,1
4069335,bert_large_uncased,https://gitcode.com/openMind/bert_large_uncased,2,1
4069356,camembert_ner,https://gitcode.com/openMind/camembert_ner,2,1
4069398,flan_t5_large,https://gitcode.com/openMind/flan_t5_large,2,1
4069400,flan_t5_small,https://gitcode.com/openMind/flan_t5_small,2,1
4069133,vit_msn_base,https://gitcode.com/openMind/vit_msn_base,2,1
4069334,bert_base_uncased,https://gitcode.com/openMind/bert_base_uncased,2,1
4069359,chatglm3_6b,https://gitcode.com/openMind/chatglm3_6b,2,1
4069361,convnext_tiny_224,https://gitcode.com/openMind/convnext_tiny_224,2,1
4069392,distilbert_base_uncased,https://gitcode.com/openMind/distilbert_base_uncased,2,1
4069396,flan_t5_base,https://gitcode.com/openMind/flan_t5_base,2,1
4072254,qwen1.5_7b,https://gitcode.com/openMind/qwen1.5_7b,2,1
4072280,stable-diffusion-xl-base-1_0,https://gitcode.com/openMind/stable-diffusion-xl-base-1_0,2,1
4072158,gpt2,https://gitcode.com/openMind/gpt2,2,1
